"","pos","mito","Sample"
"91",93,27.2127581459385,"Patient_1_primary"
"92",94,26.8965886492275,"Patient_1_primary"
"93",95,26.5214318494722,"Patient_1_primary"
"94",96,26.2059354443935,"Patient_1_primary"
"95",97,26.1162306868594,"Patient_1_primary"
"96",98,26.0489215236347,"Patient_1_primary"
"97",99,25.9738412115649,"Patient_1_primary"
"98",100,25.9556065473459,"Patient_1_primary"
"99",101,25.9355973688236,"Patient_1_primary"
"100",102,25.890010708276,"Patient_1_primary"
"101",103,25.7527000152975,"Patient_1_primary"
"102",104,25.5661924430167,"Patient_1_primary"
"103",105,25.4153281321707,"Patient_1_primary"
"104",106,25.2422823925348,"Patient_1_primary"
"105",107,25.1771454795778,"Patient_1_primary"
"106",108,25.1098669114273,"Patient_1_primary"
"107",109,25.1051552700015,"Patient_1_primary"
"108",110,25.2210188159706,"Patient_1_primary"
"109",111,25.2848401407373,"Patient_1_primary"
"110",112,25.3705675386263,"Patient_1_primary"
"111",113,25.3615113966651,"Patient_1_primary"
"112",114,25.3190760287594,"Patient_1_primary"
"113",115,25.1195043597981,"Patient_1_primary"
"114",116,24.8774667278568,"Patient_1_primary"
"115",117,24.6010402325226,"Patient_1_primary"
"116",118,23.9549334557136,"Patient_1_primary"
"117",119,22.8719596145021,"Patient_1_primary"
"118",120,21.7955025240936,"Patient_1_primary"
"119",121,20.6308704298608,"Patient_1_primary"
"120",122,19.538350925501,"Patient_1_primary"
"121",123,18.7796542756616,"Patient_1_primary"
"122",124,18.5035949212177,"Patient_1_primary"
"123",125,18.170995869665,"Patient_1_primary"
"124",126,17.9052470552241,"Patient_1_primary"
"125",127,17.4501453266024,"Patient_1_primary"
"126",128,17.2935597368824,"Patient_1_primary"
"127",129,17.0146856356127,"Patient_1_primary"
"128",130,16.8082606700321,"Patient_1_primary"
"129",131,16.4261587884351,"Patient_1_primary"
"130",132,16.1336086890011,"Patient_1_primary"
"131",133,15.5686094538779,"Patient_1_primary"
"132",134,15.0745601958085,"Patient_1_primary"
"133",135,14.5332721431849,"Patient_1_primary"
"134",136,14.3214624445464,"Patient_1_primary"
"135",137,13.7571057059813,"Patient_1_primary"
"136",138,13.3468563561267,"Patient_1_primary"
"137",139,12.8804650451277,"Patient_1_primary"
"138",140,12.3835092550099,"Patient_1_primary"
"139",141,11.8781092244149,"Patient_1_primary"
"140",142,11.7357197491204,"Patient_1_primary"
"141",143,11.6104023252256,"Patient_1_primary"
"142",144,11.4960073428178,"Patient_1_primary"
"143",145,11.3713324154811,"Patient_1_primary"
"144",146,11.2394982407832,"Patient_1_primary"
"145",147,11.1578705828362,"Patient_1_primary"
"146",148,11.0851154964051,"Patient_1_primary"
"147",149,11.0783539850084,"Patient_1_primary"
"148",150,11.1086431084595,"Patient_1_primary"
"149",151,11.1588496252103,"Patient_1_primary"
"150",152,11.1552394064556,"Patient_1_primary"
"151",153,11.1360256998623,"Patient_1_primary"
"152",154,11.1169955637142,"Patient_1_primary"
"153",155,11.0695426036408,"Patient_1_primary"
"154",156,10.9024629034725,"Patient_1_primary"
"155",157,10.7483861098363,"Patient_1_primary"
"156",158,10.4916934373566,"Patient_1_primary"
"157",159,10.2414563255316,"Patient_1_primary"
"158",160,9.96683493957473,"Patient_1_primary"
"159",161,9.78378461067768,"Patient_1_primary"
"160",162,9.61594003365458,"Patient_1_primary"
"161",163,9.52874407220438,"Patient_1_primary"
"162",164,9.45106317882821,"Patient_1_primary"
"163",165,9.44124216001224,"Patient_1_primary"
"164",166,9.41924430166743,"Patient_1_primary"
"165",167,9.40361021875478,"Patient_1_primary"
"166",168,9.40767936362246,"Patient_1_primary"
"167",169,9.42762735199633,"Patient_1_primary"
"168",170,9.46403549028606,"Patient_1_primary"
"169",171,9.45831421141196,"Patient_1_primary"
"170",172,9.48682882055989,"Patient_1_primary"
"171",173,9.48196420376319,"Patient_1_primary"
"172",174,9.50270766406608,"Patient_1_primary"
"173",175,9.55710570598134,"Patient_1_primary"
"174",176,9.63974300137678,"Patient_1_primary"
"175",177,9.6779868441181,"Patient_1_primary"
"176",178,9.69671102952425,"Patient_1_primary"
"177",179,9.63588802202845,"Patient_1_primary"
"178",180,9.57524858497782,"Patient_1_primary"
"179",181,9.46510631788282,"Patient_1_primary"
"180",182,9.38534495946153,"Patient_1_primary"
"181",183,9.3418693590332,"Patient_1_primary"
"182",184,9.34532660241701,"Patient_1_primary"
"183",185,9.31641425730457,"Patient_1_primary"
"184",186,9.34850849013309,"Patient_1_primary"
"185",187,9.33786140431391,"Patient_1_primary"
"186",188,9.43044209882209,"Patient_1_primary"
"187",189,9.50855132323696,"Patient_1_primary"
"188",190,9.61639895976748,"Patient_1_primary"
"189",191,9.72418540614961,"Patient_1_primary"
"190",192,9.88789964815665,"Patient_1_primary"
"191",193,9.91742389475294,"Patient_1_primary"
"192",194,9.94159400336546,"Patient_1_primary"
"193",195,9.96842588343277,"Patient_1_primary"
"194",196,10.016796695732,"Patient_1_primary"
"195",197,9.98519198409056,"Patient_1_primary"
"196",198,9.95863545969099,"Patient_1_primary"
"197",199,9.90818418234664,"Patient_1_primary"
"198",200,9.80272296160318,"Patient_1_primary"
"199",201,9.76447911886186,"Patient_1_primary"
"200",202,9.63371577176075,"Patient_1_primary"
"201",203,9.60269236652899,"Patient_1_primary"
"202",204,9.5409821018816,"Patient_1_primary"
"203",205,9.50665442863699,"Patient_1_primary"
"204",206,9.39152516444852,"Patient_1_primary"
"205",207,9.38580388557442,"Patient_1_primary"
"206",208,9.34260364081383,"Patient_1_primary"
"207",209,9.3396359186171,"Patient_1_primary"
"208",210,9.30696037937892,"Patient_1_primary"
"209",211,9.25953801437968,"Patient_1_primary"
"210",212,9.20324307786446,"Patient_1_primary"
"211",213,9.14593850390087,"Patient_1_primary"
"212",214,9.08542144714701,"Patient_1_primary"
"213",215,9.05262352761205,"Patient_1_primary"
"214",216,9.03319565549947,"Patient_1_primary"
"215",217,9.02802508796084,"Patient_1_primary"
"216",218,9.04011014226709,"Patient_1_primary"
"217",219,9.06694202233441,"Patient_1_primary"
"218",220,9.11069297843047,"Patient_1_primary"
"219",221,9.19709346795166,"Patient_1_primary"
"220",222,9.28171944316965,"Patient_1_primary"
"221",223,9.34290959155576,"Patient_1_primary"
"222",224,9.39192290041303,"Patient_1_primary"
"223",225,9.43236958849625,"Patient_1_primary"
"224",226,9.46975676916017,"Patient_1_primary"
"225",227,9.50585895670797,"Patient_1_primary"
"226",228,9.56554994645862,"Patient_1_primary"
"227",229,9.60966804344501,"Patient_1_primary"
"228",230,9.62083524552547,"Patient_1_primary"
"229",231,9.63353220131559,"Patient_1_primary"
"230",232,9.67685482637295,"Patient_1_primary"
"231",233,9.70842894294019,"Patient_1_primary"
"232",234,9.75609606853297,"Patient_1_primary"
"233",235,9.8304115037479,"Patient_1_primary"
"234",236,9.86134312375708,"Patient_1_primary"
"235",237,9.86571821936668,"Patient_1_primary"
"236",238,9.87407067462139,"Patient_1_primary"
"237",239,9.90585895670797,"Patient_1_primary"
"238",240,10.1283157411657,"Patient_1_primary"
"239",241,10.3907296925195,"Patient_1_primary"
"240",242,10.7273061037173,"Patient_1_primary"
"241",243,11.1739635918617,"Patient_1_primary"
"242",244,11.5946458620162,"Patient_1_primary"
"243",245,11.8940798531436,"Patient_1_primary"
"244",246,12.2043139054612,"Patient_1_primary"
"245",247,12.4408138289735,"Patient_1_primary"
"246",248,12.8522257916475,"Patient_1_primary"
"247",249,13.2789658864923,"Patient_1_primary"
"248",250,13.6286063943705,"Patient_1_primary"
"249",251,14.0364387333639,"Patient_1_primary"
"250",252,14.4070062719902,"Patient_1_primary"
"251",253,14.5361786752333,"Patient_1_primary"
"252",254,14.6447911886186,"Patient_1_primary"
"253",255,14.7445005354138,"Patient_1_primary"
"254",256,14.7568303503136,"Patient_1_primary"
"255",257,14.7249196879302,"Patient_1_primary"
"256",258,14.7299372800979,"Patient_1_primary"
"257",259,14.741838763959,"Patient_1_primary"
"258",260,14.7459385039009,"Patient_1_primary"
"259",261,14.8068532966192,"Patient_1_primary"
"260",262,15.0707970016827,"Patient_1_primary"
"261",263,15.369098975065,"Patient_1_primary"
"262",264,15.7209423282851,"Patient_1_primary"
"263",265,16.1158023558207,"Patient_1_primary"
"264",266,16.7512620468105,"Patient_1_primary"
"265",267,17.3392075875784,"Patient_1_primary"
"266",268,18.0089643567386,"Patient_1_primary"
"267",269,18.7929631329356,"Patient_1_primary"
"268",270,19.5666207740554,"Patient_1_primary"
"269",271,20.1428789964816,"Patient_1_primary"
"270",272,20.5565243995717,"Patient_1_primary"
"271",273,21.0039161694967,"Patient_1_primary"
"272",274,21.2558972005507,"Patient_1_primary"
"273",275,21.6350007648769,"Patient_1_primary"
"274",276,21.7918005201163,"Patient_1_primary"
"275",277,22.0065167508031,"Patient_1_primary"
"276",278,21.8967416245984,"Patient_1_primary"
"277",279,21.7758910815359,"Patient_1_primary"
"278",280,21.4734893682117,"Patient_1_primary"
"279",281,21.2194278721126,"Patient_1_primary"
"280",282,20.8321554229769,"Patient_1_primary"
"281",283,20.5607159247361,"Patient_1_primary"
"282",284,20.1731681199327,"Patient_1_primary"
"283",285,19.8204986997093,"Patient_1_primary"
"284",286,19.4910203457243,"Patient_1_primary"
"285",287,19.345173627046,"Patient_1_primary"
"286",288,19.1852837693131,"Patient_1_primary"
"287",289,19.175279180052,"Patient_1_primary"
"288",290,19.1646014991586,"Patient_1_primary"
"289",291,19.1738106164907,"Patient_1_primary"
"290",292,19.1420529294784,"Patient_1_primary"
"291",293,19.1034725409209,"Patient_1_primary"
"292",294,19.0671561878538,"Patient_1_primary"
"293",295,19.0573963591862,"Patient_1_primary"
"294",296,18.9847024629035,"Patient_1_primary"
"295",297,18.8947835398501,"Patient_1_primary"
"296",298,18.8146244454643,"Patient_1_primary"
"297",299,18.7561266636072,"Patient_1_primary"
"298",300,18.6966804344501,"Patient_1_primary"
"299",301,18.351506807404,"Patient_1_primary"
"300",302,17.9689765947682,"Patient_1_primary"
"301",303,17.5513844271072,"Patient_1_primary"
"302",304,17.0972311457855,"Patient_1_primary"
"303",305,16.6789964815665,"Patient_1_primary"
"304",306,16.6363775432155,"Patient_1_primary"
"305",307,16.6199479883739,"Patient_1_primary"
"306",308,16.416949671103,"Patient_1_primary"
"307",309,16.2653816735506,"Patient_1_primary"
"308",310,16.1598898577329,"Patient_1_primary"
"309",311,16.0452501147315,"Patient_1_primary"
"310",312,15.9765335780939,"Patient_1_primary"
"311",313,16.1067156187854,"Patient_1_primary"
"312",314,15.8051705675386,"Patient_1_primary"
"313",315,15.5722502677069,"Patient_1_primary"
"314",316,15.3370659323849,"Patient_1_primary"
"315",317,15.0923665289888,"Patient_1_primary"
"316",318,14.8419152516445,"Patient_1_primary"
"317",319,14.9220743460303,"Patient_1_primary"
"318",320,14.9095915557595,"Patient_1_primary"
"319",321,14.8975982866758,"Patient_1_primary"
"320",322,14.9478965886492,"Patient_1_primary"
"321",323,14.9828973535261,"Patient_1_primary"
"322",324,14.9081229921983,"Patient_1_primary"
"323",325,14.8468410585896,"Patient_1_primary"
"324",326,14.7385344959462,"Patient_1_primary"
"325",327,14.7501606241395,"Patient_1_primary"
"326",328,15.0305338840447,"Patient_1_primary"
"327",329,15.4298607924124,"Patient_1_primary"
"328",330,16.0104329202998,"Patient_1_primary"
"329",331,16.54294018663,"Patient_1_primary"
"330",332,16.928682882056,"Patient_1_primary"
"331",333,17.2802508796084,"Patient_1_primary"
"332",334,17.686216919076,"Patient_1_primary"
"333",335,17.8840140737341,"Patient_1_primary"
"334",336,18.136759981643,"Patient_1_primary"
"335",337,18.0825149150987,"Patient_1_primary"
"336",338,17.9097445311305,"Patient_1_primary"
"337",339,17.5158329508949,"Patient_1_primary"
"338",340,17.2257916475447,"Patient_1_primary"
"339",341,16.9586048646168,"Patient_1_primary"
"340",342,16.7732599051553,"Patient_1_primary"
"341",343,16.5846718678293,"Patient_1_primary"
"342",344,16.5922900413034,"Patient_1_primary"
"343",345,16.5029218295854,"Patient_1_primary"
"344",346,16.4309622150834,"Patient_1_primary"
"345",347,16.4508796083831,"Patient_1_primary"
"346",348,16.3428178063332,"Patient_1_primary"
"347",349,16.1149150986691,"Patient_1_primary"
"348",350,15.8531130487991,"Patient_1_primary"
"349",351,15.6873489368212,"Patient_1_primary"
"350",352,15.5714853908521,"Patient_1_primary"
"351",353,15.4965274590791,"Patient_1_primary"
"352",354,15.5571363010555,"Patient_1_primary"
"353",355,15.6114425577482,"Patient_1_primary"
"354",356,15.5897812452195,"Patient_1_primary"
"355",357,15.6891234511244,"Patient_1_primary"
"356",358,15.791280403855,"Patient_1_primary"
"357",359,15.9752179899036,"Patient_1_primary"
"358",360,16.1838763959003,"Patient_1_primary"
"359",361,16.3400642496558,"Patient_1_primary"
"360",362,16.4426801284993,"Patient_1_primary"
"361",363,16.531375248585,"Patient_1_primary"
"362",364,16.6385191984091,"Patient_1_primary"
"363",365,16.7442251797461,"Patient_1_primary"
"364",366,17.0360715924736,"Patient_1_primary"
"365",367,17.907602875937,"Patient_1_primary"
"366",368,18.8009484473,"Patient_1_primary"
"367",369,19.5975523940646,"Patient_1_primary"
"368",370,20.3508949059201,"Patient_1_primary"
"369",371,21.1139972464433,"Patient_1_primary"
"370",372,21.5008107694661,"Patient_1_primary"
"371",373,21.977176074652,"Patient_1_primary"
"372",374,22.4546428025088,"Patient_1_primary"
"373",375,22.9126510631788,"Patient_1_primary"
"374",376,22.9125286828821,"Patient_1_primary"
"375",377,22.9101728621692,"Patient_1_primary"
"376",378,22.882729080618,"Patient_1_primary"
"377",379,23.0680128499312,"Patient_1_primary"
"378",380,23.2512161541992,"Patient_1_primary"
"379",381,23.5855591249809,"Patient_1_primary"
"380",382,23.6740706746214,"Patient_1_primary"
"381",383,23.688909285605,"Patient_1_primary"
"382",384,23.5265106317883,"Patient_1_primary"
"383",385,23.3746060884198,"Patient_1_primary"
"384",386,23.090959155576,"Patient_1_primary"
"385",387,22.8402937127123,"Patient_1_primary"
"386",388,22.5687012391005,"Patient_1_primary"
"387",389,22.3657335169038,"Patient_1_primary"
"388",390,22.1576258222426,"Patient_1_primary"
"389",391,22.1793177298455,"Patient_1_primary"
"390",392,22.2125745754933,"Patient_1_primary"
"391",393,22.2644332262506,"Patient_1_primary"
"392",394,22.2685023711183,"Patient_1_primary"
"393",395,22.3459996940493,"Patient_1_primary"
"394",396,22.456417316812,"Patient_1_primary"
"395",397,22.5425730457396,"Patient_1_primary"
"396",398,22.5891693437357,"Patient_1_primary"
"397",399,22.5918923053388,"Patient_1_primary"
"398",400,22.5652134006425,"Patient_1_primary"
"399",401,22.577971546581,"Patient_1_primary"
"400",402,22.7414104329203,"Patient_1_primary"
"401",403,23.0742236499924,"Patient_1_primary"
"402",404,23.3931161083066,"Patient_1_primary"
"403",405,23.6714394982408,"Patient_1_primary"
"404",406,23.9318341746979,"Patient_1_primary"
"405",407,24.0736423435827,"Patient_1_primary"
"406",408,24.1096221508337,"Patient_1_primary"
"407",409,24.1685788588037,"Patient_1_primary"
"408",410,24.3221355361787,"Patient_1_primary"
"409",411,24.4762123298149,"Patient_1_primary"
"410",412,24.4625363316506,"Patient_1_primary"
"411",413,24.476854826373,"Patient_1_primary"
"412",414,24.4945999694049,"Patient_1_primary"
"413",415,24.4431390546122,"Patient_1_primary"
"414",416,24.3846106776809,"Patient_1_primary"
"415",417,24.5333945234817,"Patient_1_primary"
"416",418,24.9710570598134,"Patient_1_primary"
"417",419,25.2635153740248,"Patient_1_primary"
"418",420,25.5133547498853,"Patient_1_primary"
"419",421,25.7384733057978,"Patient_1_primary"
"420",422,25.8606088419764,"Patient_1_primary"
"421",423,25.6250879608383,"Patient_1_primary"
"422",424,25.5024017133242,"Patient_1_primary"
"423",425,25.4265565243996,"Patient_1_primary"
"424",426,25.0837999082148,"Patient_1_primary"
"425",427,24.8050481872419,"Patient_1_primary"
"426",428,24.2682576105247,"Patient_1_primary"
"427",429,23.667676304115,"Patient_1_primary"
"428",430,23.0409668043445,"Patient_1_primary"
"429",431,22.7350466574881,"Patient_1_primary"
"430",432,22.4392840752639,"Patient_1_primary"
"431",433,22.4241701086125,"Patient_1_primary"
"432",434,22.4334098210188,"Patient_1_primary"
"433",435,22.460058130641,"Patient_1_primary"
"434",436,22.3811840293713,"Patient_1_primary"
"435",437,22.3481413492428,"Patient_1_primary"
"436",438,22.3150068838917,"Patient_1_primary"
"437",439,22.3315588190301,"Patient_1_primary"
"438",440,22.2102187547805,"Patient_1_primary"
"439",441,22.0905920146856,"Patient_1_primary"
"440",442,21.9021875478048,"Patient_1_primary"
"441",443,21.7165978277497,"Patient_1_primary"
"442",444,21.4794554076794,"Patient_1_primary"
"443",445,21.4065167508031,"Patient_1_primary"
"444",446,21.2493498546734,"Patient_1_primary"
"445",447,21.153403702004,"Patient_1_primary"
"446",448,21.0179593085513,"Patient_1_primary"
"447",449,20.9865381673551,"Patient_1_primary"
"448",450,20.9066850237112,"Patient_1_primary"
"449",451,20.9270001529754,"Patient_1_primary"
"450",452,20.8492580694508,"Patient_1_primary"
"451",453,20.7510784763653,"Patient_1_primary"
"452",454,20.5659782774973,"Patient_1_primary"
"453",455,20.3729845494875,"Patient_1_primary"
"454",456,20.1163836622304,"Patient_1_primary"
"455",457,19.9308857273979,"Patient_1_primary"
"456",458,19.7894141043292,"Patient_1_primary"
"457",459,19.7139054612207,"Patient_1_primary"
"458",460,19.620131558819,"Patient_1_primary"
"459",461,19.6188465657029,"Patient_1_primary"
"460",462,19.5681199326908,"Patient_1_primary"
"461",463,19.8904390393147,"Patient_1_primary"
"462",464,20.1903013614808,"Patient_1_primary"
"463",465,20.6944163989598,"Patient_1_primary"
"464",466,21.3013920758758,"Patient_1_primary"
"465",467,21.778919993881,"Patient_1_primary"
"466",468,21.7386568762429,"Patient_1_primary"
"467",469,21.6852990668502,"Patient_1_primary"
"468",470,21.4450971393606,"Patient_1_primary"
"469",471,22.0100657794095,"Patient_1_primary"
"470",472,22.3184029371271,"Patient_1_primary"
"471",473,22.7900871959615,"Patient_1_primary"
"472",474,23.1642343582683,"Patient_1_primary"
"473",475,23.418540614961,"Patient_1_primary"
"474",476,22.9363316506043,"Patient_1_primary"
"475",477,22.8138289735353,"Patient_1_primary"
"476",478,22.6453418999541,"Patient_1_primary"
"477",479,22.6408750191219,"Patient_1_primary"
"478",480,22.2081076946612,"Patient_1_primary"
"479",481,22.2355208811381,"Patient_1_primary"
"480",482,22.3059201468564,"Patient_1_primary"
"481",483,22.4212635765642,"Patient_1_primary"
"482",484,22.6441792871348,"Patient_1_primary"
"483",485,23.4097292335934,"Patient_1_primary"
"484",486,23.8580388557442,"Patient_1_primary"
"485",487,24.3148539085207,"Patient_1_primary"
"486",488,24.7265718219367,"Patient_1_primary"
"487",489,24.9845800826067,"Patient_1_primary"
"488",490,25.0977512620468,"Patient_1_primary"
"489",491,25.1524246596298,"Patient_1_primary"
"490",492,25.2370200397736,"Patient_1_primary"
"491",493,25.3143337922594,"Patient_1_primary"
"492",494,25.3695273061037,"Patient_1_primary"
"493",495,25.5675692213554,"Patient_1_primary"
"494",496,25.6614349089797,"Patient_1_primary"
"495",497,25.7193513844271,"Patient_1_primary"
"496",498,25.8240477283157,"Patient_1_primary"
"497",499,25.9630105553006,"Patient_1_primary"
"498",500,26.1430625669267,"Patient_1_primary"
"499",501,26.6655958390699,"Patient_1_primary"
"500",502,27.2032124827903,"Patient_1_primary"
"501",503,27.7375860486462,"Patient_1_primary"
"502",504,28.3106623833563,"Patient_1_primary"
"503",505,28.8871959614502,"Patient_1_primary"
"504",506,29.3544745296007,"Patient_1_primary"
"505",507,29.82123298149,"Patient_1_primary"
"506",508,30.3011473152822,"Patient_1_primary"
"507",509,30.7855897200551,"Patient_1_primary"
"508",510,31.3017898118403,"Patient_1_primary"
"509",511,31.714731528224,"Patient_1_primary"
"510",512,32.172739788894,"Patient_1_primary"
"511",513,32.5767783386875,"Patient_1_primary"
"512",514,33.2746825761052,"Patient_1_primary"
"513",515,33.751353832033,"Patient_1_primary"
"514",516,34.0682882055989,"Patient_1_primary"
"515",517,34.3658253021264,"Patient_1_primary"
"516",518,34.69857732905,"Patient_1_primary"
"517",519,34.413951353832,"Patient_1_primary"
"518",520,34.3738718066391,"Patient_1_primary"
"519",521,33.9585130793942,"Patient_1_primary"
"520",522,33.6593238488603,"Patient_1_primary"
"521",523,32.9476518280557,"Patient_1_primary"
"522",524,32.5045433685177,"Patient_1_primary"
"523",525,32.1203304268013,"Patient_1_primary"
"524",526,31.925042068227,"Patient_1_primary"
"525",527,31.7641731681199,"Patient_1_primary"
"526",528,32.0031818877161,"Patient_1_primary"
"527",529,32.0915098669114,"Patient_1_primary"
"528",530,32.0680434450054,"Patient_1_primary"
"529",531,32.1774208352455,"Patient_1_primary"
"530",532,32.5225332721432,"Patient_1_primary"
"531",533,33.1057977665596,"Patient_1_primary"
"532",534,33.7054000305951,"Patient_1_primary"
"533",535,34.0788129111213,"Patient_1_primary"
"534",536,34.2759675692214,"Patient_1_primary"
"535",537,34.063240018357,"Patient_1_primary"
"536",538,34.0617408597216,"Patient_1_primary"
"537",539,34.3299066850237,"Patient_1_primary"
"538",540,34.586048646168,"Patient_1_primary"
"539",541,34.8069144867676,"Patient_1_primary"
"540",542,34.668777726786,"Patient_1_primary"
"541",543,34.125195043598,"Patient_1_primary"
"542",544,33.470674621386,"Patient_1_primary"
"543",545,33.0312681658253,"Patient_1_primary"
"544",546,32.7580847483555,"Patient_1_primary"
"545",547,32.3900260058131,"Patient_1_primary"
"546",548,31.9542297690072,"Patient_1_primary"
"547",549,31.548814440875,"Patient_1_primary"
"548",550,31.1585130793942,"Patient_1_primary"
"549",551,30.7706899189231,"Patient_1_primary"
"550",552,30.7274896741625,"Patient_1_primary"
"551",553,30.7344041609301,"Patient_1_primary"
"552",554,30.7247055224109,"Patient_1_primary"
"553",555,30.8856356126664,"Patient_1_primary"
"554",556,31.0306868594156,"Patient_1_primary"
"555",557,31.0695426036408,"Patient_1_primary"
"556",558,31.0162459843965,"Patient_1_primary"
"557",559,30.9075110907144,"Patient_1_primary"
"558",560,30.6346642190607,"Patient_1_primary"
"559",561,30.3828973535261,"Patient_1_primary"
"560",562,30.3109071439498,"Patient_1_primary"
"561",563,30.2088113813676,"Patient_1_primary"
"562",564,29.9548110754169,"Patient_1_primary"
"563",565,29.453877925654,"Patient_1_primary"
"564",566,28.9632859109683,"Patient_1_primary"
"565",567,28.4931620009179,"Patient_1_primary"
"566",568,28.1973688236194,"Patient_1_primary"
"567",569,28.0524705522411,"Patient_1_primary"
"568",570,28.14294018663,"Patient_1_primary"
"569",571,28.1999388098516,"Patient_1_primary"
"570",572,28.1833868747132,"Patient_1_primary"
"571",573,28.1931467033808,"Patient_1_primary"
"572",574,28.1201774514303,"Patient_1_primary"
"573",575,28.3018204069145,"Patient_1_primary"
"574",576,28.3617867523329,"Patient_1_primary"
"575",577,28.5120697567692,"Patient_1_primary"
"576",578,28.5099281015756,"Patient_1_primary"
"577",579,28.6275661618479,"Patient_1_primary"
"578",580,28.4791494569374,"Patient_1_primary"
"579",581,28.4882361939728,"Patient_1_primary"
"580",582,28.4755698332568,"Patient_1_primary"
"581",583,27.8476059354444,"Patient_1_primary"
"582",584,27.274957931773,"Patient_1_primary"
"583",585,26.6452195196573,"Patient_1_primary"
"584",586,25.6639743001377,"Patient_1_primary"
